 ******* Program SOILCO2
 *******  Zalf Lysimeter Dedelow Dd_2_6 with Nitrogen                            
 Units: L = cm  , T = day , M = kg  

 CosAlf,MaxIt,TolTh,TolH
 1.000   20 0.00100   0.010

 TopInF,BotInF,AtmBC,SinkF,WLayer,qGWLF,FreeD,SeepF,lWat,lCO2,lRoot,lTemp,InitWC
     T     T     T     T     T     F     F     F     T     T     F     T     T
 using plants

Nodal point information

node      x         hOld    MatN LayN  Beta      CO2       Temp     Conc...
     7  9.81990131E-01  3.53516769E-01 -7.37658128E+00  8.99023636E-04  2.18953449E+01
     7  9.79160966E-01  3.52498320E-01 -8.51608313E+00  8.88199697E-04  1.90957546E+01
     7  9.75940864E-01  3.51339140E-01 -9.83161022E+00  8.73840047E-04  1.65227677E+01
     7  9.72291929E-01  3.50025589E-01 -1.13503542E+01  8.55743973E-04  1.41781446E+01
     7  9.68177064E-01  3.48544311E-01 -1.31037070E+01  8.33783821E-04  1.20611521E+01
     7  9.63561266E-01  3.46882706E-01 -1.51279100E+01  8.07925620E-04  1.01683600E+01
     7  9.58413076E-01  3.45029449E-01 -1.74648031E+01  7.78247195E-04  8.49354550E+00
     7  9.52706089E-01  3.42975036E-01 -2.01626891E+01  7.44951124E-04  7.02773005E+00
     7  9.46420434E-01  3.40712312E-01 -2.32773327E+01  7.08369965E-04  5.75936569E+00
     7  9.39544087E-01  3.38236950E-01 -2.68731127E+01  6.68961760E-04  4.67466942E+00
     7  9.32073888E-01  3.35547812E-01 -3.10243530E+01  6.27294855E-04  3.75808949E+00
     7  9.24016146E-01  3.32647168E-01 -3.58168587E+01  5.84022601E-04  2.99286907E+00
     7  9.15386768E-01  3.29540746E-01 -4.13496896E+01  5.39850043E-04  2.36166007E+00
     7  9.06210862E-01  3.26237584E-01 -4.77372080E+01  4.95496041E-04  1.84713382E+00
     7  8.96521858E-01  3.22749715E-01 -5.51114420E+01  4.51655002E-04  1.43253780E+00
     7  8.86360226E-01  3.19091709E-01 -6.36248153E+01  4.08962370E-04  1.10215728E+00
     7  8.75771900E-01  3.15280100E-01 -7.34532971E+01  3.67967242E-04  8.41656447E-01
     7  8.64806567E-01  3.11332776E-01 -8.48000396E+01  3.29114198E-04  6.38290115E-01
     7  8.53515942E-01  3.07268353E-01 -9.78995770E+01  2.92734918E-04  4.80993197E-01
     7  8.41952161E-01  3.03105598E-01 -1.13022673E+02  2.59048845E-04  3.60366146E-01
     7  8.30166378E-01  2.98862926E-01 -1.30481919E+02  2.28171180E-04  2.68581210E-01
     7  8.18207620E-01  2.94557987E-01 -1.50638193E+02  2.00125993E-04  1.99235814E-01
     7  8.06121922E-01  2.90207351E-01 -1.73908118E+02  1.74862197E-04  1.47177246E-01
     7  7.93951733E-01  2.85826300E-01 -2.00772680E+02  1.52270404E-04  1.08318377E-01
     7  7.81735575E-01  2.81428701E-01 -2.31787161E+02  1.32199128E-04  7.94588852E-02
     7  7.69507903E-01  2.77026958E-01 -2.67592623E+02  1.14469314E-04  5.81213269E-02
     7  7.57299129E-01  2.72632017E-01 -3.08929155E+02  9.88866323E-05  4.24070806E-02
     7  7.45135781E-01  2.68253429E-01 -3.56651173E+02  8.52513617E-05  3.08739179E-02
     7  7.33040731E-01  2.63899426E-01 -4.11745079E+02  7.33659187E-05  2.24347266E-02
     7  7.21033487E-01  2.59577033E-01 -4.75349649E+02  6.30402911E-05  1.62755660E-02
     7  7.09130509E-01  2.55292173E-01 -5.48779573E+02  5.40956869E-05  1.17905740E-02
     7  6.97345529E-01  2.51049791E-01 -6.33552630E+02  4.63667426E-05  8.53104878E-03
     7  6.85689869E-01  2.46853961E-01 -7.31421055E+02  3.97026171E-05  6.16613031E-03
     7  6.74172738E-01  2.42707999E-01 -8.44407765E+02  3.39672591E-05  4.45276926E-03
     7  6.62801513E-01  2.38614561E-01 -9.74848165E+02  2.90390898E-05  3.21299977E-03
     7  6.51581986E-01  2.34575732E-01 -1.12543842E+03  2.48102948E-05  2.31687396E-03
     7  6.40518595E-01  2.30593108E-01 -1.29929121E+03  2.11858753E-05  1.66973241E-03
     7  6.29614622E-01  2.26667872E-01 -1.50000000E+03  1.80825715E-05  1.20276242E-03

     8  9.99999973E-01  4.30989988E-01 -1.00000000E-03  1.87320043E-05  3.22623345E+02
     8  9.99999966E-01  4.30989985E-01 -1.15447560E-03  2.04154437E-05  3.22500468E+02
     8  9.99999957E-01  4.30989981E-01 -1.33281392E-03  2.22501731E-05  3.22366575E+02
     8  9.99999946E-01  4.30989977E-01 -1.53870116E-03  2.42497889E-05  3.22220680E+02
     8  9.99999932E-01  4.30989971E-01 -1.77639295E-03  2.64291091E-05  3.22061711E+02
     8  9.99999914E-01  4.30989963E-01 -2.05080232E-03  2.88042838E-05  3.21888500E+02
     8  9.99999892E-01  4.30989954E-01 -2.36760125E-03  3.13929141E-05  3.21699775E+02
     8  9.99999864E-01  4.30989942E-01 -2.73333789E-03  3.42141828E-05  3.21494151E+02
     8  9.99999829E-01  4.30989926E-01 -3.15557191E-03  3.72889969E-05  3.21270123E+02
     8  9.99999785E-01  4.30989907E-01 -3.64303079E-03  4.06401419E-05  3.21026049E+02
     8  9.99999730E-01  4.30989884E-01 -4.20579017E-03  4.42924509E-05  3.20760144E+02
     8  9.99999660E-01  4.30989853E-01 -4.85548215E-03  4.82729886E-05  3.20470467E+02
     8  9.99999572E-01  4.30989816E-01 -5.60553569E-03  5.26112514E-05  3.20154904E+02
     8  9.99999462E-01  4.30989768E-01 -6.47145421E-03  5.73393863E-05  3.19811157E+02
     8  9.99999323E-01  4.30989708E-01 -7.47113601E-03  6.24924288E-05  3.19436724E+02
     8  9.99999148E-01  4.30989633E-01 -8.62524426E-03  6.81085619E-05  3.19028887E+02
     8  9.99998928E-01  4.30989538E-01 -9.95763408E-03  7.42293991E-05  3.18584691E+02
     8  9.99998651E-01  4.30989418E-01 -1.14958456E-02  8.09002919E-05  3.18100922E+02
     8  9.99998302E-01  4.30989268E-01 -1.32716733E-02  8.81706654E-05  3.17574089E+02
     8  9.99997864E-01  4.30989079E-01 -1.53218231E-02  9.60943835E-05  3.17000398E+02
     8  9.99997312E-01  4.30988842E-01 -1.76886710E-02  1.04730146E-04  3.16375730E+02
     8  9.99996618E-01  4.30988542E-01 -2.04211391E-02  1.14141924E-04  3.15695611E+02
     8  9.99995745E-01  4.30988166E-01 -2.35757069E-02  1.24399428E-04  3.14955189E+02
     8  9.99994646E-01  4.30987692E-01 -2.72175785E-02  1.35578623E-04  3.14149194E+02
     8  9.99993263E-01  4.30987096E-01 -3.14220304E-02  1.47762285E-04  3.13271917E+02
     8  9.99991523E-01  4.30986347E-01 -3.62759676E-02  1.61040612E-04  3.12317166E+02
     8  9.99989335E-01  4.30985403E-01 -4.18797196E-02  1.75511876E-04  3.11278234E+02
     8  9.99986581E-01  4.30984216E-01 -4.83491146E-02  1.91283146E-04  3.10147859E+02
     8  9.99983115E-01  4.30982723E-01 -5.58178733E-02  2.08471057E-04  3.08918184E+02
     8  9.99978756E-01  4.30980844E-01 -6.44403730E-02  2.27202657E-04  3.07580711E+02
     8  9.99973270E-01  4.30978480E-01 -7.43948386E-02  2.47616311E-04  3.06126261E+02
     8  9.99966368E-01  4.30975505E-01 -8.58870262E-02  2.69862684E-04  3.04544926E+02
     8  9.99957684E-01  4.30971762E-01 -9.91544765E-02  2.94105795E-04  3.02826019E+02
     8  9.99946758E-01  4.30967053E-01 -1.14471424E-01  3.20524149E-04  3.00958030E+02
     8  9.99933011E-01  4.30961128E-01 -1.32154467E-01  3.49311942E-04  2.98928575E+02
     8  9.99915715E-01  4.30953674E-01 -1.52569108E-01  3.80680346E-04  2.96724350E+02
     8  9.99893954E-01  4.30944295E-01 -1.76137313E-01  4.14858852E-04  2.94331085E+02
     8  9.99866577E-01  4.30932496E-01 -2.03346231E-01  4.52096678E-04  2.91733502E+02
     8  9.99832134E-01  4.30917651E-01 -2.34758263E-01  4.92664203E-04  2.88915278E+02
     8  9.99788803E-01  4.30898976E-01 -2.71022688E-01  5.36854418E-04  2.85859019E+02
     8  9.99734292E-01  4.30875483E-01 -3.12889081E-01  5.84984330E-04  2.82546237E+02
     8  9.99665721E-01  4.30845929E-01 -3.61222811E-01  6.37396269E-04  2.78957352E+02
     8  9.99579468E-01  4.30808755E-01 -4.17022923E-01  6.94458991E-04  2.75071705E+02
     8  9.99470980E-01  4.30761998E-01 -4.81442791E-01  7.56568460E-04  2.70867604E+02
     8  9.99334539E-01  4.30703193E-01 -5.55813957E-01  8.24148112E-04  2.66322403E+02
     8  9.99162962E-01  4.30629245E-01 -6.41673655E-01  8.97648355E-04  2.61412620E+02
     8  9.98947232E-01  4.30536268E-01 -7.40796580E-01  9.77544944E-04  2.56114121E+02
     8  9.98676038E-01  4.30419386E-01 -8.55231580E-01  1.06433576E-03  2.50402375E+02
     8  9.98335197E-01  4.30272487E-01 -9.87343995E-01  1.15853537E-03  2.44252794E+02
     8  9.97906948E-01  4.30087915E-01 -1.13986456E+00  1.26066641E-03  2.37641204E+02
     8  9.97369068E-01  4.29856095E-01 -1.31594582E+00  1.37124679E-03  2.30544445E+02
     8  9.96693802E-01  4.29565062E-01 -1.51922735E+00  1.49077111E-03  2.22941167E+02
     8  9.95846541E-01  4.29199901E-01 -1.75391091E+00  1.61968435E-03  2.14812832E+02
     8  9.94784238E-01  4.28742059E-01 -2.02484736E+00  1.75834552E-03  2.06144987E+02
     8  9.93453506E-01  4.28168526E-01 -2.33763688E+00  1.90697822E-03  1.96928838E+02
     8  9.91788380E-01  4.27450874E-01 -2.69874475E+00  2.06560468E-03  1.87163176E+02
     8  9.89707743E-01  4.26554140E-01 -3.11563498E+00  2.23395968E-03  1.76856682E+02
     8  9.87112428E-01  4.25435585E-01 -3.59692457E+00  2.41138068E-03  1.66030607E+02
     8  9.83882109E-01  4.24043350E-01 -4.15256167E+00  2.59667194E-03  1.54721793E+02
     8  9.79872164E-01  4.22315104E-01 -4.79403115E+00  2.78794281E-03  1.42985900E+02
     8  9.74910829E-01  4.20176818E-01 -5.53459201E+00  2.98242583E-03  1.30900609E+02
     8  9.68797190E-01  4.17541901E-01 -6.38955145E+00  3.17628863E-03  1.18568396E+02
     8  9.61300742E-01  4.14311007E-01 -7.37658128E+00  3.36446673E-03  1.06118303E+02
     8  9.52163545E-01  4.10372966E-01 -8.51608313E+00  3.54056101E-03  9.37059121E+01
     8  9.41106192E-01  4.05607358E-01 -9.83161022E+00  3.69686196E-03  8.15106167E+01
     8  9.27838836E-01  3.99889260E-01 -1.13503542E+01  3.82457666E-03  6.97293092E+01
     8  9.12078293E-01  3.93096623E-01 -1.31037070E+01  3.91433255E-03  5.85659081E+01
     8  8.93571408E-01  3.85120341E-01 -1.51279100E+01  3.95700101E-03  4.82168794E+01
     8  8.72123569E-01  3.75876537E-01 -1.74648031E+01  3.94481269E-03  3.88539944E+01
     8  8.47629349E-01  3.65319773E-01 -2.01626891E+01  3.87262806E-03  3.06068291E+01
     8  8.20100473E-01  3.53455103E-01 -2.32773327E+01  3.73911085E-03  2.35484567E+01
     8  7.89685108E-01  3.40346385E-01 -2.68731127E+01  3.54748298E-03  1.76878370E+01
     8  7.56672980E-01  3.26118488E-01 -3.10243530E+01  3.30557783E-03  1.29711997E+01
     8  7.21483173E-01  3.10952033E-01 -3.58168587E+01  3.02507399E-03  9.29244873E+00
     8  6.84635323E-01  2.95070978E-01 -4.13496896E+01  2.72003698E-03  6.51013306E+00
     8  6.46708942E-01  2.78725087E-01 -4.77372080E+01  2.40511412E-03  4.46689115E+00
     8  6.08298226E-01  2.62170452E-01 -5.51114420E+01  2.09381538E-03  3.00716572E+00
     8  5.69970047E-01  2.45651390E-01 -6.36248153E+01  1.79723755E-03  1.99025170E+00
     8  5.32231017E-01  2.29386246E-01 -7.34532971E+01  1.52340468E-03  1.29762481E+00
     8  4.95506519E-01  2.13558355E-01 -8.48000396E+01  1.27720024E-03  8.35137002E-01
     8  4.60131664E-01  1.98312146E-01 -9.78995770E+01  1.06073345E-03  5.31571667E-01
     8  4.26352098E-01  1.83753491E-01 -1.13022673E+02  8.73938356E-04  3.35210878E-01
     8  3.94331662E-01  1.69953003E-01 -1.30481919E+02  7.15229684E-04  2.09748924E-01
     8  3.64163898E-01  1.56950998E-01 -1.50638193E+02  5.82097759E-04  1.30404544E-01
     8  3.35884989E-01  1.44763072E-01 -1.73908118E+02  4.71584308E-04  8.06488508E-02
     8  3.09486426E-01  1.33385555E-01 -2.00772680E+02  3.80625983E-04  4.96636387E-02
     8  2.84926405E-01  1.22800431E-01 -2.31787161E+02  3.06278785E-04  3.04765455E-02
     8  2.62139507E-01  1.12979506E-01 -2.67592623E+02  2.45847911E-04  1.86496329E-02
     8  2.41044555E-01  1.03887793E-01 -3.08929155E+02  1.96949152E-04  1.13864972E-02
     8  2.21550767E-01  9.54861651E-02 -3.56651173E+02  1.57524661E-04  6.93935415E-03
     8  2.03562437E-01  8.77333745E-02 -4.11745079E+02  1.25830791E-04  4.22293101E-03
     8  1.86982376E-01  8.05875341E-02 -4.75349649E+02  1.00410712E-04  2.56685677E-03
     8  1.71714388E-01  7.40071841E-02 -5.48779573E+02  8.00602942E-05  1.55877679E-03
     8  1.57664975E-01  6.79520274E-02 -6.33552630E+02  6.37925629E-05  9.45894437E-04
     8  1.44744462E-01  6.23834157E-02 -7.31421055E+02  5.08037931E-05  5.73645221E-04
     8  1.32867700E-01  5.72646501E-02 -8.44407765E+02  4.04428214E-05  3.47727031E-04
     8  1.21954443E-01  5.25611454E-02 -9.74848165E+02  3.21842008E-05  2.10702523E-04
     8  1.11929504E-01  4.82404971E-02 -1.12543842E+03  2.56052683E-05  1.27635246E-04
     8  1.02722754E-01  4.42724799E-02 -1.29929121E+03  2.03668867E-05  7.72979053E-05
     8  9.42690073E-02  4.06289994E-02 -1.50000000E+03  1.61974753E-05  4.68039233E-05

     9  9.99999950E-01  3.96707980E-01 -1.00000000E-03  2.98824900E-05  4.94890505E+00
     9  9.99999938E-01  3.96707975E-01 -1.15447560E-03  3.21290988E-05  4.94506417E+00
     9  9.99999923E-01  3.96707969E-01 -1.33281392E-03  3.45446106E-05  4.94093619E+00
     9  9.99999904E-01  3.96707962E-01 -1.53870116E-03  3.71417235E-05  4.93649979E+00
     9  9.99999881E-01  3.96707953E-01 -1.77639295E-03  3.99340903E-05  4.93173206E+00
     9  9.99999852E-01  3.96707941E-01 -2.05080232E-03  4.29363902E-05  4.92660845E+00
     9  9.99999817E-01  3.96707927E-01 -2.36760125E-03  4.61644058E-05  4.92110259E+00
     9  9.99999773E-01  3.96707910E-01 -2.73333789E-03  4.96351063E-05  4.91518622E+00
     9  9.99999718E-01  3.96707888E-01 -3.15557191E-03  5.33667364E-05  4.90882900E+00
     9  9.99999650E-01  3.96707861E-01 -3.64303079E-03  5.73789121E-05  4.90199841E+00
     9  9.99999565E-01  3.96707828E-01 -4.20579017E-03  6.16927241E-05  4.89465956E+00
     9  9.99999460E-01  3.96707786E-01 -4.85548215E-03  6.63308479E-05  4.88677506E+00
     9  9.99999330E-01  3.96707734E-01 -5.60553569E-03  7.13176635E-05  4.87830485E+00
     9  9.99999169E-01  3.96707670E-01 -6.47145421E-03  7.66793831E-05  4.86920599E+00
     9  9.99998968E-01  3.96707591E-01 -7.47113601E-03  8.24441883E-05  4.85943248E+00
     9  9.99998719E-01  3.96707492E-01 -8.62524426E-03  8.86423781E-05  4.84893506E+00
     9  9.99998410E-01  3.96707369E-01 -9.95763408E-03  9.53065278E-05  4.83766101E+00
     9  9.99998026E-01  3.96707217E-01 -1.14958456E-02  1.02471659E-04  4.82555390E+00
     9  9.99997550E-01  3.96707028E-01 -1.32716733E-02  1.10175423E-04  4.81255334E+00
     9  9.99996959E-01  3.96706794E-01 -1.53218231E-02  1.18458298E-04  4.79859480E+00
     9  9.99996226E-01  3.96706503E-01 -1.76886710E-02  1.27363798E-04  4.78360925E+00
     9  9.99995315E-01  3.96706141E-01 -2.04211391E-02  1.36938703E-04  4.76752298E+00
     9  9.99994185E-01  3.96705693E-01 -2.35757069E-02  1.47233298E-04  4.75025726E+00
     9  9.99992782E-01  3.96705136E-01 -2.72175785E-02  1.58301633E-04  4.73172808E+00
     9  9.99991040E-01  3.96704446E-01 -3.14220304E-02  1.70201807E-04  4.71184584E+00
     9  9.99988878E-01  3.96703588E-01 -3.62759676E-02  1.82996259E-04  4.69051502E+00
     9  9.99986195E-01  3.96702524E-01 -4.18797196E-02  1.96752090E-04  4.66763391E+00
     9  9.99982865E-01  3.96701202E-01 -4.83491146E-02  2.11541402E-04  4.64309427E+00
     9  9.99978730E-01  3.96699562E-01 -5.58178733E-02  2.27441658E-04  4.61678102E+00
     9  9.99973599E-01  3.96697527E-01 -6.44403730E-02  2.44536067E-04  4.58857192E+00
     9  9.99967230E-01  3.96695000E-01 -7.43948386E-02  2.62913987E-04  4.55833727E+00
     9  9.99959324E-01  3.96691863E-01 -8.58870262E-02  2.82671357E-04  4.52593967E+00
     9  9.99949511E-01  3.96687970E-01 -9.91544765E-02  3.03911138E-04  4.49123367E+00
     9  9.99937331E-01  3.96683139E-01 -1.14471424E-01  3.26743786E-04  4.45406563E+00
     9  9.99922213E-01  3.96677141E-01 -1.32154467E-01  3.51287726E-04  4.41427346E+00
     9  9.99903448E-01  3.96669697E-01 -1.52569108E-01  3.77669844E-04  4.37168654E+00
     9  9.99880159E-01  3.96660458E-01 -1.76137313E-01  4.06025973E-04  4.32612567E+00
     9  9.99851253E-01  3.96648991E-01 -2.03346231E-01  4.36501368E-04  4.27740305E+00
     9  9.99815378E-01  3.96634759E-01 -2.34758263E-01  4.69251151E-04  4.22532252E+00
     9  9.99770855E-01  3.96617096E-01 -2.71022688E-01  5.04440705E-04  4.16967984E+00
     9  9.99715600E-01  3.96595176E-01 -3.12889081E-01  5.42245974E-04  4.11026320E+00
     9  9.99647031E-01  3.96567974E-01 -3.61222811E-01  5.82853639E-04  4.04685395E+00
     9  9.99561944E-01  3.96534220E-01 -4.17022923E-01  6.26461095E-04  3.97922767E+00
     9  9.99456368E-01  3.96492337E-01 -4.81442791E-01  6.73276162E-04  3.90715554E+00
     9  9.99325382E-01  3.96440374E-01 -5.55813957E-01  7.23516404E-04  3.83040617E+00
     9  9.99162887E-01  3.96375911E-01 -6.41673655E-01  7.77407933E-04  3.74874802E+00
     9  9.98961334E-01  3.96295953E-01 -7.40796580E-01  8.35183487E-04  3.66195240E+00
     9  9.98711377E-01  3.96196793E-01 -8.55231580E-01  8.97079544E-04  3.56979736E+00
     9  9.98401458E-01  3.96073846E-01 -9.87343995E-01  9.63332146E-04  3.47207247E+00
     9  9.98017297E-01  3.95921446E-01 -1.13986456E+00  1.03417100E-03  3.36858484E+00
     9  9.97541266E-01  3.95732601E-01 -1.31594582E+00  1.10981134E-03  3.25916652E+00
     9  9.96951639E-01  3.95498691E-01 -1.51922735E+00  1.19044284E-03  3.14368354E+00
     9  9.96221679E-01  3.95209110E-01 -1.75391091E+00  1.27621476E-03  3.02204690E+00
     9  9.95318552E-01  3.94850832E-01 -2.02484736E+00  1.36721632E-03  2.89422574E+00
     9  9.94202048E-01  3.94407906E-01 -2.33763688E+00  1.46345103E-03  2.76026302E+00
     9  9.92823073E-01  3.93860856E-01 -2.69874475E+00  1.56480380E-03  2.62029386E+00
     9  9.91121933E-01  3.93186000E-01 -3.11563498E+00  1.67099930E-03  2.47456654E+00
     9  9.89026403E-01  3.92354686E-01 -3.59692457E+00  1.78155054E-03  2.32346605E+00
     9  9.86449640E-01  3.91332464E-01 -4.15256167E+00  1.89569687E-03  2.16753955E+00
     9  9.83288021E-01  3.90078224E-01 -4.79403115E+00  2.01233197E-03  2.00752255E+00
     9  9.79419089E-01  3.88543388E-01 -5.53459201E+00  2.12992422E-03  1.84436376E+00
     9  9.74699851E-01  3.86671228E-01 -6.38955145E+00  2.24643493E-03  1.67924550E+00
     9  9.68965828E-01  3.84396496E-01 -7.37658128E+00  2.35924468E-03  1.51359538E+00
     9  9.62031370E-01  3.81645541E-01 -8.51608313E+00  2.46510377E-03  1.34908351E+00
     9  9.53691904E-01  3.78337208E-01 -9.83161022E+00  2.56012962E-03  1.18759863E+00
     9  9.43728848E-01  3.74384784E-01 -1.13503542E+01  2.63987966E-03  1.03119678E+00
     9  9.31917932E-01  3.69699299E-01 -1.31037070E+01  2.69953042E-03  8.82017314E-01
     9  9.18041402E-01  3.64194369E-01 -1.51279100E+01  2.73418687E-03  7.42165641E-01
     9  9.01904108E-01  3.57792575E-01 -1.74648031E+01  2.73932757E-03  6.13568395E-01
     9  8.83352652E-01  3.50433064E-01 -2.01626891E+01  2.71135705E-03  4.97815574E-01
     9  8.62295765E-01  3.42079628E-01 -2.32773327E+01  2.64819328E-03  3.96012640E-01
     9  8.38723028E-01  3.32728135E-01 -2.68731127E+01  2.54977604E-03  3.08670408E-01
     9  8.12718510E-01  3.22411935E-01 -3.10243530E+01  2.41836382E-03  2.35658284E-01
     9  7.84466040E-01  3.11203954E-01 -3.58168587E+01  2.25850948E-03  1.76235484E-01
     9  7.54244059E-01  2.99214652E-01 -4.13496896E+01  2.07667435E-03  1.29157368E-01
     9  7.22409963E-01  2.86585812E-01 -4.77372080E+01  1.88053674E-03  9.28358561E-02
     9  6.89376093E-01  2.73481011E-01 -5.51114420E+01  1.67813656E-03  6.55210316E-02
     9  6.55581194E-01  2.60074304E-01 -6.36248153E+01  1.47703745E-03  4.54697442E-02
     9  6.21461817E-01  2.46538874E-01 -7.34532971E+01  1.28366561E-03  3.10758564E-02
     9  5.87427542E-01  2.33037205E-01 -8.48000396E+01  1.10291697E-03  2.09507885E-02
     9  5.53842585E-01  2.19713784E-01 -9.78995770E+01  9.38043205E-04  1.39564141E-02
     9  5.21014661E-01  2.06690684E-01 -1.13022673E+02  7.90764021E-04  9.20103996E-03
     9  4.89190640E-01  1.94065841E-01 -1.30481919E+02  6.61522631E-04  6.01224438E-03
     9  4.58557644E-01  1.81913486E-01 -1.50638193E+02  5.49801628E-04  3.89906950E-03
     9  4.29247893E-01  1.70286073E-01 -1.73908118E+02  4.54435388E-04  2.51265438E-03
     9  4.01345719E-01  1.59217058E-01 -2.00772680E+02  3.73880177E-04  1.61067691E-03
     9  3.74895430E-01  1.48724016E-01 -2.31787161E+02  3.06425311E-04  1.02797064E-03
     9  3.49909119E-01  1.38811747E-01 -2.67592623E+02  2.50344241E-04  6.53707242E-04
     9  3.26373835E-01  1.29475111E-01 -3.08929155E+02  2.03993184E-04  4.14473688E-04
     9  3.04257843E-01  1.20701520E-01 -3.56651173E+02  1.65868340E-04  2.62153715E-04
     9  2.83515862E-01  1.12473011E-01 -4.11745079E+02  1.34632956E-04  1.65483488E-04
     9  2.64093323E-01  1.04767934E-01 -4.75349649E+02  1.09123940E-04  1.04292489E-04
     9  2.45929728E-01  9.75622907E-02 -5.48779573E+02  8.83456603E-05  6.56421116E-05
     9  2.28961262E-01  9.08307642E-02 -6.33552630E+02  7.14565049E-05  4.12715416E-05
     9  2.13122749E-01  8.45474994E-02 -7.31421055E+02  5.77520132E-05  2.59265741E-05
     9  1.98349116E-01  7.86866812E-02 -8.44407765E+02  4.66470702E-05  1.62756068E-05
     9  1.84576441E-01  7.32229508E-02 -9.74848165E+02  3.76586517E-05  1.02113879E-05
     9  1.71742686E-01  6.81316975E-02 -1.12543842E+03  3.03899446E-05  6.40375695E-06
     9  1.59788192E-01  6.33892542E-02 -1.29929121E+03  2.45162196E-05  4.01444412E-06
     9  1.48655991E-01  5.89730209E-02 -1.50000000E+03  1.97725566E-05  2.51586461E-06


 Heat transport information
 ==========================

 ample =      0.000  period= 1.00000day/tUnits

   Beta     Qn     Qo         B1         B2         B3         Cn         Co         Cw
  1.500  0.581  0.138  1.567E+16  2.535E+16  9.894E+16  1.433E+14  1.874E+14  3.120E+14
  1.500  0.581  0.138  1.567E+16  2.535E+16  9.894E+16  1.433E+14  1.874E+14  3.120E+14
  1.500  0.581  0.138  1.567E+16  2.535E+16  9.894E+16  1.433E+14  1.874E+14  3.120E+14
  1.500  0.624  0.138  1.567E+16  2.535E+16  9.894E+16  1.433E+14  1.874E+14  3.120E+14
  1.500  0.624  0.138  1.567E+16  2.535E+16  9.894E+16  1.433E+14  1.874E+14  3.120E+14
  1.500  0.624  0.138  1.567E+16  2.535E+16  9.894E+16  1.433E+14  1.874E+14  3.120E+14
  1.500  0.636  0.138  1.567E+16  2.535E+16  9.894E+16  1.433E+14  1.874E+14  3.120E+14
  1.500  0.636  0.138  1.567E+16  2.535E+16  9.894E+16  1.433E+14  1.874E+14  3.120E+14
  1.500  0.636  0.138  1.567E+16  2.535E+16  9.894E+16  1.433E+14  1.874E+14  3.120E+14


 CO2 transport information
 =========================

 gas diffusion model =           2

kTopCO       CO2Top       kBotCO     CO2Bot
   1       0.380E-03        -1     0.000E+00

      Da         Dw       l      eps     campb     Xm
  1.374E+04  1.529E+00  30.000
  1.374E+04  1.529E+00  30.000
  1.374E+04  1.529E+00  30.000
  1.374E+04  1.529E+00  30.000
  1.374E+04  1.529E+00  30.000
  1.374E+04  1.529E+00  30.000
  1.374E+04  1.529E+00  30.000
  1.374E+04  1.529E+00  30.000
  1.374E+04  1.529E+00  30.000


 Production of CO2 information
 =============================

    gamS0       gamR0       PDDMax     kProd
   0.420E+00   0.280E+00  1275.000         3

 xR  =      0.105

 B1  =        6675.000  B2  =        6014.000
 cM1 =           0.190  cM2 =           0.140
 HB2 =         -70.000  HB2 =    -100000000.0
 fS6 =           1.000
        Patm    gasconst      MolCO2
 7.56387E+12 6.20667E+14 4.40098E-02

 kdpm =   0.274E-01 krpm =   0.822E-03
 kbio =   0.181E-02 khum =   0.548E-04 Pdepth =  0.300E+02 alf =  0.000E+00
Reduction function: Water:  1  Temperature:  1
Reference temperature model number:  0
Reduction function: CO2:  1
Reference temperature:  9.80
       Clay
 0.10000
 0.10000
 0.11000
 0.12000
 0.27000
 0.06000
 0.05000
 0.05000
 0.01000
        DPM        RPM        BIO        HUM        IOM
  0.100E-10  0.238E-05  0.280E-06  0.127E-04  0.140E-05
  0.100E-10  0.238E-05  0.280E-06  0.127E-04  0.140E-05
  0.100E-10  0.187E-05  0.221E-06  0.100E-04  0.102E-05
  0.100E-10  0.130E-05  0.146E-06  0.685E-05  0.458E-06
  0.100E-10  0.259E-05  0.349E-06  0.156E-04  0.147E-05
  0.100E-10  0.136E-05  0.149E-06  0.682E-05  0.613E-06
  0.100E-10  0.480E-06  0.500E-07  0.231E-05  0.192E-06
  0.100E-10  0.106E-05  0.113E-06  0.520E-05  0.471E-06
  0.100E-10  0.550E-06  0.498E-07  0.231E-05  0.178E-06



 Profile information
 ====================

    n      depth     THr       THs       hs       Ks        Ks/KsTop    Beta

  218      0.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  217      0.10     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  216      0.20     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  215      0.30     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  214      0.40     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  213      0.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  212      0.60     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  211      0.70     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  210      0.80     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  209      0.90     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  208      1.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  207      1.50     0.000     0.434      -0.0   0.478E+03     1.000     0.000
  206      2.00     0.000     0.434      -0.0   0.478E+03     1.000     0.000
